"ID","Game","Power","P1_Expectation","P2_Expectation"
"gj2jjoqjk","common_interest_A",0,100,50
"gj2jjoqjk","common_interest_B",100,100,0
"gj2jjoqjk","costly_help_A",0,0,50
"gj2jjoqjk","costly_help_B",0,50,100
"gj2jjoqjk","near_dictator_B",0,100,0
"gj2jjoqjk","rational_punish_A",0,0,0
"gj2jjoqjk","rational_punish_B",0,100,0
"gj2jjoqjk","safe_shot_A",100,100,50
"gj2jjoqjk","strategic_dummy_A",0,0,50
"gj2jjoqjk","strategic_dummy_B",100,100,100
"gsmur7v1n","common_interest_A",100,74,50
"gsmur7v1n","common_interest_B",100,100,0
"gsmur7v1n","costly_help_A",24,0,50
"gsmur7v1n","costly_help_B",72,71,92
"gsmur7v1n","near_dictator_B",24,26,23
"gsmur7v1n","rational_punish_A",20,1,22
"gsmur7v1n","rational_punish_B",24,77,1
"gsmur7v1n","safe_shot_A",50,100,50
"gsmur7v1n","strategic_dummy_A",22,0,50
"gsmur7v1n","strategic_dummy_B",100,100,99
"hh9vjt8ow","common_interest_A",0,100,50
"hh9vjt8ow","common_interest_B",0,100,0
"hh9vjt8ow","costly_help_A",25,25,50
"hh9vjt8ow","costly_help_B",0,77,97
"hh9vjt8ow","near_dictator_B",0,26,0
"hh9vjt8ow","rational_punish_A",0,1,26
"hh9vjt8ow","rational_punish_B",0,100,0
"hh9vjt8ow","safe_shot_A",0,100,100
"hh9vjt8ow","strategic_dummy_A",0,0,50
"hh9vjt8ow","strategic_dummy_B",0,77,97
"jbecwu5r2","common_interest_A",52,100,50
"jbecwu5r2","common_interest_B",98,100,3
"jbecwu5r2","costly_help_A",26,1,50
"jbecwu5r2","costly_help_B",74,78,75
"jbecwu5r2","near_dictator_B",50,51,0
"jbecwu5r2","rational_punish_A",25,6,22
"jbecwu5r2","rational_punish_B",50,100,25
"jbecwu5r2","safe_shot_A",25,100,50
"jbecwu5r2","strategic_dummy_A",23,4,50
"jbecwu5r2","strategic_dummy_B",100,75,100
"juc4tubcl","common_interest_A",75,100,50
"juc4tubcl","common_interest_B",100,100,0
"juc4tubcl","costly_help_A",34,31,50
"juc4tubcl","costly_help_B",100,74,88
"juc4tubcl","near_dictator_B",100,100,1
"juc4tubcl","rational_punish_A",26,24,26
"juc4tubcl","rational_punish_B",62,94,25
"juc4tubcl","safe_shot_A",89,100,50
"juc4tubcl","strategic_dummy_A",36,35,50
"juc4tubcl","strategic_dummy_B",75,100,100
"jye4u0f4k","common_interest_A",100,100,50
"jye4u0f4k","common_interest_B",100,100,0
"jye4u0f4k","costly_help_A",0,0,50
"jye4u0f4k","costly_help_B",49,82,100
"jye4u0f4k","near_dictator_B",0,28,0
"jye4u0f4k","rational_punish_A",0,0,0
"jye4u0f4k","rational_punish_B",81,100,0
"jye4u0f4k","safe_shot_A",100,100,50
"jye4u0f4k","strategic_dummy_A",0,0,50
"jye4u0f4k","strategic_dummy_B",88,100,100
"kc1b7c77d","common_interest_A",50,99,50
"kc1b7c77d","common_interest_B",50,97,0
"kc1b7c77d","costly_help_A",5,5,50
"kc1b7c77d","costly_help_B",75,7,93
"kc1b7c77d","near_dictator_B",2,22,91
"kc1b7c77d","rational_punish_A",22,93,7
"kc1b7c77d","rational_punish_B",76,93,3
"kc1b7c77d","safe_shot_A",85,76,50
"kc1b7c77d","strategic_dummy_A",50,3,50
"kc1b7c77d","strategic_dummy_B",50,96,94
"l00vmdymn","common_interest_A",79,38,50
"l00vmdymn","common_interest_B",70,74,0
"l00vmdymn","costly_help_A",60,0,50
"l00vmdymn","costly_help_B",94,63,82
"l00vmdymn","near_dictator_B",0,11,28
"l00vmdymn","rational_punish_A",18,17,19
"l00vmdymn","rational_punish_B",33,63,7
"l00vmdymn","safe_shot_A",85,86,50
"l00vmdymn","strategic_dummy_A",25,0,50
"l00vmdymn","strategic_dummy_B",69,60,86
"lzcoyhqba","common_interest_A",50,99,50
"lzcoyhqba","common_interest_B",74,99,5
"lzcoyhqba","costly_help_A",22,97,50
"lzcoyhqba","costly_help_B",76,97,76
"lzcoyhqba","near_dictator_B",75,76,94
"lzcoyhqba","rational_punish_A",25,6,24
"lzcoyhqba","rational_punish_B",76,99,24
"lzcoyhqba","safe_shot_A",50,99,50
"lzcoyhqba","strategic_dummy_A",25,6,50
"lzcoyhqba","strategic_dummy_B",50,99,99
"mrsh3ydr5","common_interest_A",50,97,50
"mrsh3ydr5","common_interest_B",53,97,4
"mrsh3ydr5","costly_help_A",100,23,53
"mrsh3ydr5","costly_help_B",75,92,76
"mrsh3ydr5","near_dictator_B",27,98,4
"mrsh3ydr5","rational_punish_A",52,72,74
"mrsh3ydr5","rational_punish_B",52,99,27
"mrsh3ydr5","safe_shot_A",50,96,51
"mrsh3ydr5","strategic_dummy_A",48,52,51
"mrsh3ydr5","strategic_dummy_B",51,51,51
"onv7w5ac6","common_interest_A",69,91,50
"onv7w5ac6","common_interest_B",100,100,5
"onv7w5ac6","costly_help_A",12,0,47
"onv7w5ac6","costly_help_B",81,21,90
"onv7w5ac6","near_dictator_B",0,12,27
"onv7w5ac6","rational_punish_A",41,27,15
"onv7w5ac6","rational_punish_B",100,97,8
"onv7w5ac6","safe_shot_A",100,100,50
"onv7w5ac6","strategic_dummy_A",6,3,50
"onv7w5ac6","strategic_dummy_B",83,88,100
"ov6wxprf5","common_interest_A",50,37,50
"ov6wxprf5","common_interest_B",50,66,36
"ov6wxprf5","costly_help_A",50,27,50
"ov6wxprf5","costly_help_B",50,68,30
"ov6wxprf5","near_dictator_B",64,65,37
"ov6wxprf5","rational_punish_A",49,65,50
"ov6wxprf5","rational_punish_B",50,74,75
"ov6wxprf5","safe_shot_A",50,71,50
"ov6wxprf5","strategic_dummy_A",50,28,50
"ov6wxprf5","strategic_dummy_B",50,67,75
"oznlw45ta","common_interest_A",30,40,49
"oznlw45ta","common_interest_B",70,100,0
"oznlw45ta","costly_help_A",29,26,50
"oznlw45ta","costly_help_B",26,95,96
"oznlw45ta","near_dictator_B",5,23,0
"oznlw45ta","rational_punish_A",25,6,36
"oznlw45ta","rational_punish_B",30,96,96
"oznlw45ta","safe_shot_A",73,100,50
"oznlw45ta","strategic_dummy_A",19,2,50
"oznlw45ta","strategic_dummy_B",45,95,100
"qaxb27tro","common_interest_A",100,100,51
"qaxb27tro","common_interest_B",100,77,0
"qaxb27tro","costly_help_A",100,0,50
"qaxb27tro","costly_help_B",100,100,0
"qaxb27tro","near_dictator_B",100,100,0
"qaxb27tro","rational_punish_A",0,0,24
"qaxb27tro","rational_punish_B",100,100,23
"qaxb27tro","safe_shot_A",100,100,50
"qaxb27tro","strategic_dummy_A",0,0,50
"qaxb27tro","strategic_dummy_B",100,100,100
"qxbr9jacq","common_interest_A",50,89,66
"qxbr9jacq","common_interest_B",40,51,73
"qxbr9jacq","costly_help_A",96,2,50
"qxbr9jacq","costly_help_B",57,55,71
"qxbr9jacq","near_dictator_B",61,36,20
"qxbr9jacq","rational_punish_A",35,59,32
"qxbr9jacq","rational_punish_B",99,79,34
"qxbr9jacq","safe_shot_A",30,88,15
"qxbr9jacq","strategic_dummy_A",76,31,65
"qxbr9jacq","strategic_dummy_B",20,41,76
"qysqpcznq","common_interest_A",74,50,51
"qysqpcznq","common_interest_B",75,100,0
"qysqpcznq","costly_help_A",50,25,50
"qysqpcznq","costly_help_B",74,100,77
"qysqpcznq","near_dictator_B",73,75,0
"qysqpcznq","rational_punish_A",0,0,25
"qysqpcznq","rational_punish_B",50,75,25
"qysqpcznq","safe_shot_A",25,100,50
"qysqpcznq","strategic_dummy_A",0,0,50
"qysqpcznq","strategic_dummy_B",75,100,100
"r61fola08","common_interest_A",75,81,50
"r61fola08","common_interest_B",50,95,1
"r61fola08","costly_help_A",27,54,50
"r61fola08","costly_help_B",96,97,97
"r61fola08","near_dictator_B",50,96,4
"r61fola08","rational_punish_A",0,4,4
"r61fola08","rational_punish_B",50,26,1
"r61fola08","safe_shot_A",98,97,50
"r61fola08","strategic_dummy_A",23,4,50
"r61fola08","strategic_dummy_B",98,97,97
"r9t7jvawu","common_interest_A",99,99,50
"r9t7jvawu","common_interest_B",100,99,0
"r9t7jvawu","costly_help_A",0,0,50
"r9t7jvawu","costly_help_B",98,99,97
"r9t7jvawu","near_dictator_B",5,16,7
"r9t7jvawu","rational_punish_A",3,3,3
"r9t7jvawu","rational_punish_B",75,97,0
"r9t7jvawu","safe_shot_A",97,99,50
"r9t7jvawu","strategic_dummy_A",0,0,50
"r9t7jvawu","strategic_dummy_B",50,98,98
"ra6ac1y0k","common_interest_A",50,100,50
"ra6ac1y0k","common_interest_B",50,99,0
"ra6ac1y0k","costly_help_A",1,99,50
"ra6ac1y0k","costly_help_B",100,99,100
"ra6ac1y0k","near_dictator_B",4,98,1
"ra6ac1y0k","rational_punish_A",74,2,3
"ra6ac1y0k","rational_punish_B",0,0,1
"ra6ac1y0k","safe_shot_A",100,97,50
"ra6ac1y0k","strategic_dummy_A",50,50,50
"ra6ac1y0k","strategic_dummy_B",75,96,99
"s2frc6euc","common_interest_A",50,100,100
"s2frc6euc","common_interest_B",50,100,0
"s2frc6euc","costly_help_A",100,100,0
"s2frc6euc","costly_help_B",100,100,100
"s2frc6euc","near_dictator_B",0,100,0
"s2frc6euc","rational_punish_A",100,50,0
"s2frc6euc","rational_punish_B",0,100,0
"s2frc6euc","safe_shot_A",100,50,50
"s2frc6euc","strategic_dummy_A",49,0,50
"s2frc6euc","strategic_dummy_B",50,100,100
"t0fnaeykk","common_interest_A",100,100,50
"t0fnaeykk","common_interest_B",100,100,0
"t0fnaeykk","costly_help_A",100,0,50
"t0fnaeykk","costly_help_B",100,100,100
"t0fnaeykk","near_dictator_B",0,0,0
"t0fnaeykk","rational_punish_A",50,0,100
"t0fnaeykk","rational_punish_B",100,0,100
"t0fnaeykk","safe_shot_A",100,100,50
"t0fnaeykk","strategic_dummy_A",0,0,50
"t0fnaeykk","strategic_dummy_B",100,0,100
"tdyhkk0g8","common_interest_A",100,100,51
"tdyhkk0g8","common_interest_B",100,100,0
"tdyhkk0g8","costly_help_A",26,50,50
"tdyhkk0g8","costly_help_B",50,79,100
"tdyhkk0g8","near_dictator_B",50,76,0
"tdyhkk0g8","rational_punish_A",52,23,100
"tdyhkk0g8","rational_punish_B",100,100,100
"tdyhkk0g8","safe_shot_A",100,100,50
"tdyhkk0g8","strategic_dummy_A",23,0,50
"tdyhkk0g8","strategic_dummy_B",49,0,100
"u0c60rg3n","common_interest_A",0,100,50
"u0c60rg3n","common_interest_B",50,100,0
"u0c60rg3n","costly_help_A",0,72,50
"u0c60rg3n","costly_help_B",100,100,49
"u0c60rg3n","near_dictator_B",0,27,0
"u0c60rg3n","rational_punish_A",0,0,74
"u0c60rg3n","rational_punish_B",72,74,25
"u0c60rg3n","safe_shot_A",0,100,50
"u0c60rg3n","strategic_dummy_A",0,0,50
"u0c60rg3n","strategic_dummy_B",28,100,100
"utkjelb85","common_interest_A",61,76,76
"utkjelb85","common_interest_B",56,26,75
"utkjelb85","costly_help_A",31,0,50
"utkjelb85","costly_help_B",50,100,95
"utkjelb85","near_dictator_B",42,63,0
"utkjelb85","rational_punish_A",24,17,100
"utkjelb85","rational_punish_B",56,91,50
"utkjelb85","safe_shot_A",59,24,26
"utkjelb85","strategic_dummy_A",19,0,50
"utkjelb85","strategic_dummy_B",44,78,100
"vzb6k9nt6","common_interest_A",50,100,50
"vzb6k9nt6","common_interest_B",100,100,0
"vzb6k9nt6","costly_help_A",0,0,50
"vzb6k9nt6","costly_help_B",12,74,88
"vzb6k9nt6","near_dictator_B",0,77,0
"vzb6k9nt6","rational_punish_A",0,1,12
"vzb6k9nt6","rational_punish_B",79,86,10
"vzb6k9nt6","safe_shot_A",100,100,50
"vzb6k9nt6","strategic_dummy_A",0,0,50
"vzb6k9nt6","strategic_dummy_B",50,100,100
"y9o6j65rt","common_interest_A",100,100,50
"y9o6j65rt","common_interest_B",100,100,0
"y9o6j65rt","costly_help_A",18,18,50
"y9o6j65rt","costly_help_B",68,100,100
"y9o6j65rt","near_dictator_B",25,13,16
"y9o6j65rt","rational_punish_A",0,0,0
"y9o6j65rt","rational_punish_B",75,100,0
"y9o6j65rt","safe_shot_A",67,100,50
"y9o6j65rt","strategic_dummy_A",25,0,50
"y9o6j65rt","strategic_dummy_B",77,100,100
"z2xysd2ec","common_interest_A",50,100,50
"z2xysd2ec","common_interest_B",50,100,0
"z2xysd2ec","costly_help_A",63,8,50
"z2xysd2ec","costly_help_B",64,83,15
"z2xysd2ec","near_dictator_B",50,75,5
"z2xysd2ec","rational_punish_A",50,0,100
"z2xysd2ec","rational_punish_B",68,76,30
"z2xysd2ec","safe_shot_A",50,100,50
"z2xysd2ec","strategic_dummy_A",0,0,50
"z2xysd2ec","strategic_dummy_B",74,77,98
"zrq2wczw7","common_interest_A",50,100,50
"zrq2wczw7","common_interest_B",50,100,0
"zrq2wczw7","costly_help_A",0,22,50
"zrq2wczw7","costly_help_B",100,100,84
"zrq2wczw7","near_dictator_B",25,100,0
"zrq2wczw7","rational_punish_A",0,0,25
"zrq2wczw7","rational_punish_B",100,100,25
"zrq2wczw7","safe_shot_A",0,100,50
"zrq2wczw7","strategic_dummy_A",0,0,50
"zrq2wczw7","strategic_dummy_B",73,100,100
"zwe5920gp","common_interest_A",12,100,50
"zwe5920gp","common_interest_B",43,100,0
"zwe5920gp","costly_help_A",1,0,50
"zwe5920gp","costly_help_B",90,100,94
"zwe5920gp","near_dictator_B",85,67,0
"zwe5920gp","rational_punish_A",3,0,4
"zwe5920gp","rational_punish_B",67,100,7
"zwe5920gp","safe_shot_A",31,100,50
"zwe5920gp","strategic_dummy_A",0,0,50
"zwe5920gp","strategic_dummy_B",80,100,100
"zxmm7unp5","common_interest_A",0,100,50
"zxmm7unp5","common_interest_B",89,89,0
"zxmm7unp5","costly_help_A",26,26,50
"zxmm7unp5","costly_help_B",85,86,76
"zxmm7unp5","near_dictator_B",14,64,26
"zxmm7unp5","rational_punish_A",0,0,6
"zxmm7unp5","rational_punish_B",76,86,27
"zxmm7unp5","safe_shot_A",0,100,50
"zxmm7unp5","strategic_dummy_A",15,100,50
"zxmm7unp5","strategic_dummy_B",77,100,100
